real_id,virtual_id,timestamp,delta_time,behavior,initial_balance,activity_type,granted,amount,balance,initial_country,location,device,network,agent_type,is_fraud
1,1,2025-02-25 08:57:33,0 days 02:19:45,legitimate,59219.348,Pay Bills,True,-108.58701,59110.76,USA,France,iPhone,Home WiFi,static,0
2,2,2025-02-25 12:14:25,0 days 00:00:53,legitimate,47568.117,Make Purchase,True,-49.286316,47518.83,Japan,Japan,Android,Home WiFi,static,0
3,3,2025-02-25 05:40:36,0 days 01:37:45,legitimate,83909.2,Apply for Loan,True,0.0,83909.2,China,China,MacBook,Public WiFi,static,0
4,4,2025-02-25 08:11:39,0 days 01:18:14,legitimate,46973.547,Make Purchase,True,-176.36691,46797.18,Germany,Germany,Windows Laptop,Mobile Network,static,0
5,5,2025-02-25 12:36:14,0 days 02:21:05,legitimate,59243.69,Make Purchase,True,-235.04807,59008.645,USA,USA,Windows Laptop,Mobile Network,static,0
6,6,2025-02-25 12:27:16,0 days 01:56:57,legitimate,57125.2,Transfer Funds,True,-107.98906,57017.21,USA,USA,Android,Mobile Network,static,0
7,7,2025-02-25 13:27:26,0 days 02:48:57,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,USA,Android,Public WiFi,traveler,0
8,8,2025-02-25 05:08:13,0 days 01:19:09,legitimate,66111.055,Transfer Funds,True,-647.9166,65463.14,France,France,MacBook,Corporate Network,static,0
9,9,2025-02-25 06:43:22,0 days 00:08:17,legitimate,26569.79,Make Purchase,True,-991.8958,25577.893,China,China,Windows Laptop,Mobile Network,static,0
11,11,2025-02-25 10:21:11,0 days 01:29:32,legitimate,71739.78,Make Purchase,True,-105.8661,71633.914,UK,UK,iPhone,Mobile Network,static,0
12,12,2025-02-25 12:50:33,0 days 02:40:09,legitimate,59438.6,Deposit Funds,True,173.8843,59612.49,China,China,Windows Laptop,Public WiFi,static,0
13,13,2025-02-25 10:31:03,0 days 02:32:51,legitimate,88480.05,Apply for Loan,True,0.0,88480.05,Japan,Japan,iPhone,Home WiFi,static,0
14,14,2025-02-25 11:06:31,0 days 02:07:48,legitimate,2990.4963,Review activityments,True,0.0,2990.4963,Japan,UK,iPhone,Public WiFi,traveler,0
15,15,2025-02-25 07:39:35,0 days 00:55:56,legitimate,94737.84,Pay Bills,True,-73.72384,94664.125,France,France,Windows Laptop,Home WiFi,static,0
16,16,2025-02-25 09:04:47,0 days 02:20:17,legitimate,82088.63,Make Purchase,True,-734.0423,81354.59,UK,USA,iPhone,Corporate Network,static,0
17,17,2025-02-25 15:24:00,0 days 00:49:44,legitimate,43399.223,Make Purchase,True,-223.5137,43175.71,USA,USA,Android,Public WiFi,traveler,0
19,19,2025-02-25 10:08:25,0 days 00:26:19,legitimate,46563.863,Make Purchase,True,-197.61331,46366.25,Japan,Germany,Windows Laptop,Public WiFi,traveler,0
20,20,2025-02-25 05:21:38,0 days 01:09:43,legitimate,71515.56,Transfer Funds,True,-31.066095,71484.49,Japan,Japan,iPhone,Home WiFi,static,0
21,21,2025-02-25 06:22:08,0 days 00:36:33,legitimate,79061.3,Pay Bills,True,-13.8217535,79047.48,France,France,iPhone,Home WiFi,static,0
22,22,2025-02-24 19:00:33,0 days 00:00:44,card_skimming,10272.696,Request New PIN,True,0.0,10272.696,Japan,France,iPhone,Home WiFi,static,1
23,23,2025-02-25 07:04:17,0 days 02:25:28,legitimate,80893.77,Pay Bills,True,-48.94373,80844.836,Germany,Germany,iPhone,Home WiFi,static,0
24,24,2025-02-25 12:38:35,0 days 02:49:36,legitimate,16639.357,Make Purchase,True,-170.82274,16468.535,France,France,Android,Home WiFi,static,0
25,25,2025-02-25 09:10:15,0 days 01:49:27,legitimate,36857.906,Transfer Funds,True,-64.204315,36793.7,USA,Germany,Windows Laptop,Home WiFi,traveler,0
27,27,2025-02-25 08:48:28,0 days 01:58:11,legitimate,62963.414,Make Purchase,True,-178.90378,62784.51,China,China,Android,Home WiFi,static,0
28,28,2025-02-25 07:41:41,0 days 00:39:52,legitimate,73798.5,Deposit Funds,True,35.138897,73833.64,USA,USA,iPhone,Mobile Network,static,0
29,29,2025-02-25 12:34:56,0 days 01:48:09,legitimate,60953.91,Make Purchase,True,-457.49796,60496.41,USA,Germany,MacBook,Home WiFi,traveler,0
30,1,2025-02-25 09:24:32,0 days 00:26:59,identity_theft,59110.76,Change Email,True,0.0,59110.76,USA,Singapore,Windows Laptop,Home WiFi,static,1
31,31,2025-02-25 07:33:20,0 days 00:07:37,legitimate,22488.04,Make Purchase,True,-601.6276,21886.41,USA,USA,Windows Laptop,Public WiFi,static,0
32,32,2025-02-25 05:50:42,0 days 00:05:15,legitimate,14415.163,Pay Bills,True,-819.84357,13595.319,France,Japan,MacBook,Public WiFi,traveler,0
33,33,2025-02-25 04:20:33,0 days 00:05:53,legitimate,75052.71,Make Purchase,True,-46.770832,75005.945,France,USA,iPad,Mobile Network,traveler,0
34,34,2025-02-25 11:02:27,0 days 02:32:55,legitimate,24284.193,Deposit Funds,True,524.66034,24808.854,USA,USA,Windows Laptop,Public WiFi,static,0
35,35,2025-02-25 08:55:57,0 days 00:56:59,legitimate,43972.53,Make Purchase,True,-354.2088,43618.324,France,Germany,Android,Home WiFi,traveler,0
36,36,2025-02-25 04:20:11,0 days 01:19:35,legitimate,24492.562,Apply for Loan,True,0.0,24492.562,China,UK,MacBook,Home WiFi,traveler,0
37,37,2025-02-25 06:13:53,0 days 02:31:01,legitimate,47151.215,Pay Bills,True,-349.6144,46801.6,UK,Germany,Android,Home WiFi,traveler,0
38,38,2025-02-25 09:25:32,0 days 02:35:18,legitimate,42698.93,Pay Bills,True,-1640.7086,41058.223,China,China,iPhone,Mobile Network,static,0
39,39,2025-02-25 05:18:29,0 days 00:23:39,legitimate,94931.98,Deposit Funds,True,38.442844,94970.42,Japan,Japan,Windows Laptop,Home WiFi,static,0
0,0,2025-02-25 10:59:55,0 days 00:54:47,legitimate,18543.82,Deposit Funds,True,92.52208,18636.342,China,USA,iPad,Home WiFi,traveler,0
1,1,2025-02-25 11:32:29,0 days 02:07:57,legitimate,59110.76,Pay Bills,True,-92.07919,59018.684,USA,USA,Android,Home WiFi,static,0
2,2,2025-02-25 12:28:26,0 days 00:14:01,legitimate,47518.83,Pay Bills,True,-31.06093,47487.77,Japan,Japan,Windows Laptop,Public WiFi,static,0
3,3,2025-02-25 06:42:50,0 days 01:02:14,legitimate,83909.2,Apply for Loan,True,0.0,83909.2,China,China,Android,Corporate Network,static,0
4,4,2025-02-25 09:58:57,0 days 01:47:18,legitimate,46797.18,Make Purchase,True,-118.930534,46678.25,Germany,Germany,MacBook,Public WiFi,static,0
5,5,2025-02-25 13:22:09,0 days 00:45:55,legitimate,59008.645,Make Purchase,True,-800.8392,58207.805,USA,USA,Android,Home WiFi,static,0
6,6,2025-02-25 13:35:37,0 days 01:08:21,legitimate,57017.21,Pay Bills,True,-145.87735,56871.332,USA,USA,iPhone,Home WiFi,static,0
7,7,2025-02-25 15:35:42,0 days 02:08:16,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,USA,MacBook,Home WiFi,traveler,0
8,8,2025-02-25 05:54:40,0 days 00:46:27,legitimate,65463.14,Make Purchase,True,-16.12648,65447.016,France,France,MacBook,Home WiFi,static,0
9,9,2025-02-25 08:36:50,0 days 01:53:28,legitimate,25577.893,Make Purchase,True,-55.125122,25522.768,China,China,MacBook,Home WiFi,static,0
11,11,2025-02-25 12:04:15,0 days 01:43:04,legitimate,71633.914,Pay Bills,True,-69.61574,71564.3,UK,UK,iPhone,Home WiFi,static,0
12,12,2025-02-25 14:14:21,0 days 01:23:48,legitimate,59612.49,Review activityments,True,0.0,59612.49,China,UK,Windows Laptop,Home WiFi,static,0
13,13,2025-02-25 11:42:24,0 days 01:11:21,legitimate,88480.05,Make Purchase,True,-724.6966,87755.35,Japan,Japan,iPhone,Corporate Network,static,0
14,14,2025-02-25 11:43:47,0 days 00:37:16,legitimate,2990.4963,Review activityments,True,0.0,2990.4963,Japan,Japan,Windows Laptop,Corporate Network,traveler,0
15,15,2025-02-25 09:01:12,0 days 01:21:37,legitimate,94664.125,Make Purchase,True,-375.9013,94288.22,France,France,Android,Mobile Network,static,0
16,16,2025-02-25 10:24:50,0 days 01:20:03,legitimate,81354.59,Make Purchase,True,-200.24,81154.35,UK,France,Android,Mobile Network,static,0
17,17,2025-02-25 17:58:04,0 days 02:34:04,legitimate,43175.71,Apply for Credit Card,True,0.0,43175.71,USA,Japan,Android,Public WiFi,traveler,0
19,19,2025-02-25 10:40:17,0 days 00:31:52,legitimate,46366.25,Transfer Funds,True,-49.36944,46316.88,Japan,Japan,iPhone,Mobile Network,traveler,0
20,20,2025-02-25 07:20:32,0 days 01:58:54,legitimate,71484.49,Deposit Funds,True,91.52502,71576.016,Japan,UK,Windows Laptop,Home WiFi,static,0
21,21,2025-02-25 07:46:12,0 days 01:24:04,legitimate,79047.48,Pay Bills,True,-710.31213,78337.164,France,France,Android,Mobile Network,static,0
22,22,2025-02-24 19:12:47,0 days 00:12:14,card_skimming,10272.696,Request New PIN,True,0.0,10272.696,Japan,USA,MacBook,Home WiFi,static,1
23,23,2025-02-25 07:35:26,0 days 00:31:09,legitimate,80844.836,Transfer Funds,True,-316.46487,80528.37,Germany,Germany,Windows Laptop,Public WiFi,static,0
24,24,2025-02-25 12:58:25,0 days 00:19:50,legitimate,16468.535,Apply for Loan,True,0.0,16468.535,France,UK,iPhone,Home WiFi,static,0
25,25,2025-02-25 11:46:57,0 days 02:36:42,legitimate,36793.7,Transfer Funds,True,-36.510624,36757.19,USA,UK,Windows Laptop,Public WiFi,traveler,0
27,27,2025-02-25 11:13:13,0 days 02:24:45,legitimate,62784.51,Make Purchase,True,-765.91504,62018.594,China,USA,iPad,Home WiFi,static,0
28,28,2025-02-25 09:54:22,0 days 02:12:41,legitimate,73833.64,Make Purchase,True,-235.2458,73598.39,USA,USA,iPhone,Home WiFi,static,0
29,29,2025-02-25 14:15:50,0 days 01:40:54,legitimate,60496.41,Make Purchase,True,-85.36671,60411.047,USA,USA,Android,Mobile Network,traveler,0
30,1,2025-02-25 11:54:52,0 days 00:22:23,identity_theft,59018.684,Change Password,True,0.0,59018.684,USA,Germany,MacBook,Corporate Network,static,1
31,31,2025-02-25 09:24:46,0 days 01:51:26,legitimate,21886.41,Transfer Funds,True,-106.50318,21779.908,USA,USA,iPhone,Home WiFi,static,0
32,32,2025-02-25 06:17:15,0 days 00:26:33,legitimate,13595.319,Make Purchase,True,-54.970524,13540.349,France,USA,iPhone,Public WiFi,traveler,0
33,33,2025-02-25 05:01:27,0 days 00:40:54,legitimate,75005.945,Transfer Funds,True,-97.61389,74908.33,France,France,Android,Home WiFi,traveler,0
34,34,2025-02-25 13:14:03,0 days 02:11:36,legitimate,24808.854,Deposit Funds,True,280.1922,25089.045,USA,USA,Android,Home WiFi,static,0
35,35,2025-02-25 09:45:23,0 days 00:49:26,legitimate,43618.324,Make Purchase,True,-230.50398,43387.82,France,Germany,MacBook,Home WiFi,traveler,0
36,36,2025-02-25 06:38:10,0 days 02:17:59,legitimate,24492.562,Review activityments,True,0.0,24492.562,China,Japan,Android,Public WiFi,traveler,0
37,37,2025-02-25 07:55:33,0 days 01:41:40,legitimate,46801.6,Make Purchase,True,-190.55995,46611.04,UK,Germany,iPhone,Home WiFi,traveler,0
38,38,2025-02-25 12:22:18,0 days 02:56:46,legitimate,41058.223,Invest Money,True,-308.00912,40750.21,China,China,MacBook,Corporate Network,static,0
39,39,2025-02-25 07:59:34,0 days 02:41:05,legitimate,94970.42,Deposit Funds,True,21.231611,94991.65,Japan,France,Android,Home WiFi,static,0
0,0,2025-02-25 13:20:43,0 days 02:20:48,legitimate,18636.342,Deposit Funds,True,61.07124,18697.414,China,Japan,iPhone,Home WiFi,traveler,0
1,1,2025-02-25 12:34:52,0 days 00:40:00,legitimate,59018.684,Deposit Funds,True,1373.1506,60391.836,USA,USA,Android,Mobile Network,static,0
2,2,2025-02-25 13:03:58,0 days 00:35:32,legitimate,47487.77,Make Purchase,True,-57.579613,47430.19,Japan,Japan,iPhone,Home WiFi,static,0
3,3,2025-02-25 09:01:06,0 days 02:18:16,legitimate,83909.2,Apply for Loan,True,0.0,83909.2,China,China,iPhone,Public WiFi,static,0
4,4,2025-02-25 11:20:28,0 days 01:21:31,legitimate,46678.25,Apply for Credit Card,True,0.0,46678.25,Germany,Germany,Windows Laptop,Home WiFi,static,0
5,5,2025-02-25 15:48:05,0 days 02:25:56,legitimate,58207.805,Review activityments,True,0.0,58207.805,USA,USA,iPhone,Home WiFi,static,0
6,6,2025-02-25 14:35:58,0 days 01:00:21,legitimate,56871.332,Make Purchase,True,-111.82972,56759.504,USA,USA,MacBook,Home WiFi,static,0
7,7,2025-02-25 17:53:10,0 days 02:17:28,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,UK,iPhone,Home WiFi,traveler,0
8,8,2025-02-25 06:44:38,0 days 00:49:58,legitimate,65447.016,Make Purchase,True,-109.907906,65337.105,France,France,iPhone,Home WiFi,static,0
9,9,2025-02-25 09:47:17,0 days 01:10:27,legitimate,25522.768,Apply for Credit Card,True,0.0,25522.768,China,China,iPhone,Public WiFi,static,0
11,11,2025-02-25 13:04:52,0 days 01:00:37,legitimate,71564.3,Deposit Funds,True,562.3333,72126.63,UK,UK,iPhone,Mobile Network,static,0
12,12,2025-02-25 14:43:16,0 days 00:28:55,legitimate,59612.49,Make Purchase,True,-200.80336,59411.684,China,China,Android,Home WiFi,static,0
13,13,2025-02-25 12:21:08,0 days 00:38:44,legitimate,87755.35,Transfer Funds,True,-195.80353,87559.55,Japan,USA,iPhone,Public WiFi,static,0
14,14,2025-02-25 12:16:25,0 days 00:32:38,legitimate,2990.4963,Review activityments,True,0.0,2990.4963,Japan,Germany,Windows Laptop,Mobile Network,traveler,0
15,15,2025-02-25 11:51:09,0 days 02:49:57,legitimate,94288.22,Pay Bills,True,-30.458933,94257.766,France,France,Android,Corporate Network,static,0
16,16,2025-02-25 11:03:41,0 days 00:38:51,legitimate,81154.35,Invest Money,True,-248.05296,80906.3,UK,USA,MacBook,Home WiFi,static,0
17,17,2025-02-25 19:26:48,0 days 01:28:44,legitimate,43175.71,Pay Bills,True,-54.28945,43121.42,USA,UK,iPhone,Corporate Network,traveler,0
19,19,2025-02-25 11:36:24,0 days 00:56:07,legitimate,46316.88,Transfer Funds,True,-114.8924,46201.99,Japan,Japan,MacBook,Home WiFi,traveler,0
20,20,2025-02-25 09:49:39,0 days 02:29:07,legitimate,71576.016,Pay Bills,True,-289.00302,71287.016,Japan,Japan,Windows Laptop,Home WiFi,static,0
21,21,2025-02-25 09:41:44,0 days 01:55:32,legitimate,78337.164,Pay Bills,True,-237.40517,78099.76,France,France,Windows Laptop,Public WiFi,static,0
22,22,2025-02-24 19:22:58,0 days 00:10:11,card_skimming,10272.696,Balance Check,True,0.0,10272.696,Japan,Germany,iPhone,Home WiFi,static,1
23,23,2025-02-25 10:23:32,0 days 02:48:06,legitimate,80528.37,Deposit Funds,True,197.76917,80726.13,Germany,Germany,MacBook,Mobile Network,static,0
24,24,2025-02-25 14:35:32,0 days 01:37:07,legitimate,16468.535,Apply for Loan,True,0.0,16468.535,France,France,Android,Mobile Network,static,0
25,25,2025-02-25 13:22:48,0 days 01:35:51,legitimate,36757.19,Make Purchase,True,-154.46695,36602.723,USA,France,Windows Laptop,Mobile Network,traveler,0
27,27,2025-02-25 12:32:52,0 days 01:19:39,legitimate,62018.594,Make Purchase,True,-77.0823,61941.51,China,USA,iPhone,Home WiFi,static,0
28,28,2025-02-25 09:59:37,0 days 00:05:15,legitimate,73598.39,Deposit Funds,True,17.940588,73616.336,USA,USA,Windows Laptop,Public WiFi,static,0
29,29,2025-02-25 15:24:53,0 days 01:09:03,legitimate,60411.047,Apply for Credit Card,True,0.0,60411.047,USA,Japan,Android,Mobile Network,traveler,0
30,1,2025-02-25 12:48:08,0 days 00:13:16,identity_theft,60391.836,Change Password,True,0.0,60391.836,USA,Singapore,MacBook,Public WiFi,static,1
31,31,2025-02-25 10:23:55,0 days 00:59:09,legitimate,21779.908,Make Purchase,True,-463.82648,21316.082,USA,USA,iPad,Home WiFi,static,0
32,32,2025-02-25 07:08:16,0 days 00:51:01,legitimate,13540.349,Pay Bills,True,-142.7169,13397.632,France,USA,iPhone,Home WiFi,traveler,0
33,33,2025-02-25 06:49:35,0 days 01:48:08,legitimate,74908.33,Deposit Funds,True,102.15279,75010.484,France,USA,iPhone,Corporate Network,traveler,0
34,34,2025-02-25 13:24:26,0 days 00:10:23,legitimate,25089.045,Deposit Funds,True,322.16357,25411.209,USA,USA,MacBook,Corporate Network,static,0
35,35,2025-02-25 11:09:06,0 days 01:23:43,legitimate,43387.82,Deposit Funds,True,1432.0497,44819.867,France,UK,MacBook,Home WiFi,traveler,0
36,36,2025-02-25 06:51:18,0 days 00:13:08,legitimate,24492.562,Review activityments,True,0.0,24492.562,China,Germany,Android,Public WiFi,traveler,0
37,37,2025-02-25 09:38:06,0 days 01:42:33,legitimate,46611.04,Transfer Funds,True,-28.101725,46582.938,UK,UK,Windows Laptop,Public WiFi,traveler,0
38,38,2025-02-25 14:50:04,0 days 02:27:46,legitimate,40750.21,Invest Money,True,-51.02397,40699.188,China,China,MacBook,Home WiFi,static,0
39,39,2025-02-25 09:52:25,0 days 01:52:51,legitimate,94991.65,Transfer Funds,True,-28.225925,94963.43,Japan,France,Android,Corporate Network,static,0
0,0,2025-02-25 15:07:32,0 days 01:46:49,legitimate,18697.414,Deposit Funds,True,388.12015,19085.533,China,UK,Linux PC,Corporate Network,traveler,0
1,1,2025-02-25 15:13:24,0 days 02:25:16,legitimate,60391.836,Deposit Funds,True,103.22867,60495.062,USA,France,iPhone,Public WiFi,static,0
2,2,2025-02-25 13:04:45,0 days 00:00:47,legitimate,47430.19,Pay Bills,True,-155.23886,47274.95,Japan,Japan,MacBook,Public WiFi,static,0
3,3,2025-02-25 11:59:25,0 days 02:58:19,legitimate,83909.2,Pay Bills,True,-143.50618,83765.695,China,China,Android,Public WiFi,static,0
4,4,2025-02-25 14:06:20,0 days 02:45:52,legitimate,46678.25,Deposit Funds,True,133.40729,46811.656,Germany,Germany,Android,Mobile Network,static,0
5,5,2025-02-25 18:23:10,0 days 02:35:05,legitimate,58207.805,Review activityments,True,0.0,58207.805,USA,USA,iPhone,Home WiFi,static,0
6,6,2025-02-25 16:19:13,0 days 01:43:15,legitimate,56759.504,Make Purchase,True,-109.533966,56649.97,USA,USA,MacBook,Mobile Network,static,0
7,7,2025-02-25 20:14:30,0 days 02:21:20,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,Japan,Linux PC,Home WiFi,traveler,0
8,8,2025-02-25 07:18:59,0 days 00:34:21,legitimate,65337.105,Deposit Funds,True,58.786366,65395.895,France,UK,Windows Laptop,Mobile Network,static,0
9,9,2025-02-25 12:17:09,0 days 02:29:52,legitimate,25522.768,Deposit Funds,True,151.14087,25673.908,China,China,Windows Laptop,Public WiFi,static,0
11,11,2025-02-25 15:54:29,0 days 02:49:37,legitimate,72126.63,Make Purchase,True,-136.18051,71990.45,UK,UK,iPhone,Home WiFi,static,0
12,12,2025-02-25 16:47:08,0 days 02:03:52,legitimate,59411.684,Make Purchase,True,-29.616693,59382.066,China,China,Windows Laptop,Corporate Network,static,0
13,13,2025-02-25 12:59:10,0 days 00:38:02,legitimate,87559.55,Deposit Funds,True,246.47447,87806.02,Japan,Japan,Windows Laptop,Public WiFi,static,0
14,14,2025-02-25 14:09:34,0 days 01:53:09,legitimate,2990.4963,Deposit Funds,True,127.57471,3118.071,Japan,UK,iPhone,Home WiFi,traveler,0
15,15,2025-02-25 14:00:44,0 days 02:09:35,legitimate,94257.766,Pay Bills,True,-289.53735,93968.23,France,France,Android,Mobile Network,static,0
16,16,2025-02-25 13:50:46,0 days 02:47:05,legitimate,80906.3,Deposit Funds,True,475.83325,81382.13,UK,France,MacBook,Home WiFi,static,0
17,17,2025-02-25 20:50:15,0 days 01:23:27,legitimate,43121.42,Make Purchase,True,-36.507156,43084.914,USA,USA,Android,Home WiFi,traveler,0
19,19,2025-02-25 13:54:01,0 days 02:17:37,legitimate,46201.99,Make Purchase,True,-263.48993,45938.496,Japan,Germany,Android,Public WiFi,traveler,0
20,20,2025-02-25 10:23:13,0 days 00:33:34,legitimate,71287.016,Make Purchase,True,-84.23272,71202.78,Japan,Japan,Android,Home WiFi,static,0
21,21,2025-02-25 12:24:33,0 days 02:42:49,legitimate,78099.76,Transfer Funds,True,-209.13101,77890.63,France,France,iPad,Home WiFi,static,0
22,22,2025-02-24 19:31:55,0 days 00:08:57,card_skimming,10272.696,Report Lost Card,True,0.0,10272.696,Japan,Switzerland,iPhone,Public WiFi,static,1
23,23,2025-02-25 13:03:12,0 days 02:39:40,legitimate,80726.13,Deposit Funds,True,38.551537,80764.69,Germany,Germany,Windows Laptop,Home WiFi,static,0
24,24,2025-02-25 16:07:42,0 days 01:32:10,legitimate,16468.535,Review activityments,True,0.0,16468.535,France,France,MacBook,Home WiFi,static,0
25,25,2025-02-25 14:48:36,0 days 01:25:48,legitimate,36602.723,Apply for Credit Card,True,0.0,36602.723,USA,Germany,MacBook,Home WiFi,traveler,0
27,27,2025-02-25 12:48:49,0 days 00:15:57,legitimate,61941.51,Make Purchase,True,-130.84808,61810.664,China,USA,iPad,Home WiFi,static,0
28,28,2025-02-25 12:05:12,0 days 02:05:35,legitimate,73616.336,Deposit Funds,True,213.91733,73830.25,USA,USA,Windows Laptop,Home WiFi,static,0
29,29,2025-02-25 16:42:26,0 days 01:17:33,legitimate,60411.047,Apply for Credit Card,True,0.0,60411.047,USA,Germany,iPhone,Mobile Network,traveler,0
30,1,2025-02-25 15:37:56,0 days 00:24:32,identity_theft,60495.062,Change Password,True,0.0,60495.062,USA,France,MacBook,Home WiFi,static,1
31,31,2025-02-25 10:34:32,0 days 00:10:37,legitimate,21316.082,Make Purchase,True,-34.541134,21281.541,USA,USA,iPhone,Home WiFi,static,0
32,32,2025-02-25 07:17:53,0 days 00:09:37,legitimate,13397.632,Deposit Funds,True,272.643,13670.275,France,USA,iPad,Public WiFi,traveler,0
33,33,2025-02-25 07:34:17,0 days 00:44:42,legitimate,75010.484,Make Purchase,True,-36.44548,74974.04,France,USA,iPhone,Home WiFi,traveler,0
34,34,2025-02-25 14:59:55,0 days 01:35:29,legitimate,25411.209,Transfer Funds,True,-551.6291,24859.58,USA,USA,iPhone,Public WiFi,static,0
35,35,2025-02-25 11:34:45,0 days 00:25:39,legitimate,44819.867,Transfer Funds,True,-125.60131,44694.266,France,Germany,iPhone,Corporate Network,traveler,0
36,36,2025-02-25 09:10:53,0 days 02:19:35,legitimate,24492.562,Review activityments,True,0.0,24492.562,China,China,MacBook,Mobile Network,traveler,0
37,37,2025-02-25 11:51:01,0 days 02:12:55,legitimate,46582.938,Deposit Funds,True,16.940443,46599.88,UK,Germany,MacBook,Public WiFi,traveler,0
38,38,2025-02-25 15:32:07,0 days 00:42:03,legitimate,40699.188,Pay Bills,True,-139.35689,40559.832,China,China,iPhone,Public WiFi,static,0
39,39,2025-02-25 10:23:43,0 days 00:31:18,legitimate,94963.43,Make Purchase,True,-146.82881,94816.59,Japan,France,Android,Mobile Network,static,0
0,0,2025-02-25 17:19:09,0 days 02:11:37,legitimate,19085.533,Make Purchase,True,-156.66444,18928.87,China,Japan,Windows Laptop,Home WiFi,traveler,0
1,1,2025-02-25 16:03:41,0 days 00:25:45,legitimate,60495.062,Make Purchase,True,-55.173515,60439.89,USA,USA,iPhone,Home WiFi,static,0
2,2,2025-02-25 15:55:18,0 days 02:50:33,legitimate,47274.95,Transfer Funds,True,-92.52208,47182.43,Japan,Japan,iPhone,Home WiFi,static,0
3,3,2025-02-25 13:21:59,0 days 01:22:34,legitimate,83765.695,Pay Bills,True,-134.50418,83631.19,China,China,iPhone,Mobile Network,static,0
4,4,2025-02-25 16:12:04,0 days 02:05:44,legitimate,46811.656,Make Purchase,True,-750.2963,46061.36,Germany,Germany,Linux PC,Home WiFi,static,0
5,5,2025-02-25 19:29:35,0 days 01:06:25,legitimate,58207.805,Review activityments,True,0.0,58207.805,USA,USA,Linux PC,Mobile Network,static,0
6,6,2025-02-25 17:56:36,0 days 01:37:23,legitimate,56649.97,Pay Bills,True,-184.28546,56465.684,USA,USA,Windows Laptop,Public WiFi,static,0
7,7,2025-02-25 20:33:46,0 days 00:19:16,legitimate,87009.875,Review activityments,True,0.0,87009.875,Japan,UK,Windows Laptop,Home WiFi,traveler,0
8,8,2025-02-25 07:28:47,0 days 00:09:48,legitimate,65395.895,Deposit Funds,True,582.16833,65978.06,France,France,Windows Laptop,Mobile Network,static,0
9,9,2025-02-25 13:23:02,0 days 01:05:53,legitimate,25673.908,Make Purchase,True,-148.49678,25525.412,China,China,iPad,Home WiFi,static,0
11,11,2025-02-25 17:27:10,0 days 01:32:41,legitimate,71990.45,Make Purchase,True,-147.40242,71843.05,UK,UK,iPhone,Public WiFi,static,0
12,12,2025-02-25 18:27:11,0 days 01:40:03,legitimate,59382.066,Make Purchase,True,-299.9876,59082.08,China,UK,Android,Public WiFi,static,0
13,13,2025-02-25 13:57:28,0 days 00:58:18,legitimate,87806.02,Review activityments,True,0.0,87806.02,Japan,Japan,Windows Laptop,Corporate Network,static,0
14,14,2025-02-25 16:16:47,0 days 02:07:13,legitimate,3118.071,Review activityments,True,0.0,3118.071,Japan,France,Linux PC,Home WiFi,traveler,0
15,15,2025-02-25 15:28:07,0 days 01:27:23,legitimate,93968.23,Pay Bills,True,-91.39453,93876.83,France,France,iPhone,Home WiFi,static,0
16,16,2025-02-25 14:26:27,0 days 00:35:41,legitimate,81382.13,Make Purchase,True,-158.22739,81223.91,UK,UK,Android,Home WiFi,static,0
17,17,2025-02-25 23:04:43,0 days 02:14:28,legitimate,43084.914,Apply for Credit Card,True,0.0,43084.914,USA,USA,Android,Home WiFi,traveler,0
19,19,2025-02-25 16:53:30,0 days 02:59:29,legitimate,45938.496,Apply for Credit Card,True,0.0,45938.496,Japan,Germany,iPhone,Home WiFi,traveler,0
20,20,2025-02-25 11:55:40,0 days 01:32:27,legitimate,71202.78,Pay Bills,True,-833.59296,70369.19,Japan,Japan,Windows Laptop,Public WiFi,static,0
21,21,2025-02-25 13:30:12,0 days 01:05:39,legitimate,77890.63,Make Purchase,True,-159.1427,77731.484,France,France,iPad,Home WiFi,static,0
22,22,2025-02-24 19:36:37,0 days 00:04:42,card_skimming,10272.696,POS Purchase,True,-2109.9236,8162.7725,Japan,Cayman Islands,iPhone,Home WiFi,static,1
23,23,2025-02-25 14:07:11,0 days 01:03:59,legitimate,80764.69,Deposit Funds,True,56.045414,80820.734,Germany,France,Android,Mobile Network,static,0
24,24,2025-02-25 18:22:49,0 days 02:15:07,legitimate,16468.535,Transfer Funds,True,-243.12796,16225.406,France,France,Android,Mobile Network,static,0
25,25,2025-02-25 17:20:57,0 days 02:32:21,legitimate,36602.723,Apply for Credit Card,True,0.0,36602.723,USA,Germany,Android,Public WiFi,traveler,0
27,27,2025-02-25 14:15:03,0 days 01:26:14,legitimate,61810.664,Make Purchase,True,-57.690918,61752.973,China,China,Windows Laptop,Home WiFi,static,0
28,28,2025-02-25 14:10:31,0 days 02:05:19,legitimate,73830.25,Apply for Credit Card,True,0.0,73830.25,USA,USA,iPhone,Home WiFi,static,0
29,29,2025-02-25 17:03:31,0 days 00:21:05,legitimate,60411.047,Apply for Loan,True,0.0,60411.047,USA,Japan,iPhone,Mobile Network,traveler,0
30,1,2025-02-25 16:17:19,0 days 00:13:38,identity_theft,60439.89,Change Password,True,0.0,60439.89,USA,France,iPhone,Mobile Network,static,1
